,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities
854,Redirect,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=290288&type=card,Magic 2013 (Rare),"['Blue', 'Blue']",2,Instant,You may choose new targets for target spell.
855,Reliquary Tower,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288876&type=card,Magic 2013 (Uncommon),"['Blue', 'Blue']",0,Land,"You have no maximum hand size.
: Add ."
856,Reverberate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=290289&type=card,Magic 2013 (Rare),"['Red', 'Red']",2,Instant,Copy target instant or sorcery spell. You may choose new targets for the copy.
857,Revive,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276223&type=card,Magic 2013 (Uncommon),"['1', 'Green']",2,Sorcery,Return target green card from your graveyard to your hand.
858,Rewind,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280222&type=card,Magic 2013 (Uncommon),"['2', 'Blue', 'Blue']",4,Instant,Counter target spell. Untap up to four lands.
859,Rhox Faithmender,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279987&type=card,Magic 2013 (Rare),"['3', 'White']",4,Creature — Rhino Monk (1/5),"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
If you would gain life, you gain twice that much life instead."
860,Ring of Evos Isle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253690&type=card,Magic 2013 (Uncommon),['2'],2,Artifact — Equipment,": Equipped creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's blue.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
861,Ring of Kalonia,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259699&type=card,Magic 2013 (Uncommon),['2'],2,Artifact — Equipment,"Equipped creature has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's green.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
862,Ring of Thune,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253696&type=card,Magic 2013 (Uncommon),['2'],2,Artifact — Equipment,"Equipped creature has vigilance. (Attacking doesn't cause it to tap.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's white.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
863,Ring of Valkas,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259689&type=card,Magic 2013 (Uncommon),['2'],2,Artifact — Equipment,"Equipped creature has haste. (It can attack and no matter when it came under your control.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's red.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
864,Ring of Xathrid,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259692&type=card,Magic 2013 (Uncommon),['2'],2,Artifact — Equipment,": Regenerate equipped creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's black.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
865,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260981&type=card,Magic 2013 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.
866,Roaring Primadox,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249687&type=card,Magic 2013 (Uncommon),"['3', 'Green']",4,Creature — Beast (4/4),"At the beginning of your upkeep, return a creature you control to its owner's hand."
867,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249735&type=card,Magic 2013 (Rare),"['3', 'Green']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or ."
868,Rummaging Goblin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249705&type=card,Magic 2013 (Common),"['2', 'Red']",3,Creature — Goblin Rogue (1/1),", Discard a card: Draw a card."
869,Safe Passage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276224&type=card,Magic 2013 (Common),"['2', 'White']",3,Instant,Prevent all damage that would be dealt to you and creatures you control this turn.
870,Sands of Delirium,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265133&type=card,Magic 2013 (Rare),['3'],3,Artifact,", : Target player mills X cards."
871,Scroll Thief,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254130&type=card,Magic 2013 (Common),"['2', 'Blue']",3,Creature — Merfolk Rogue (1/3),"Whenever Scroll Thief deals combat damage to a player, draw a card."
872,Searing Spear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249684&type=card,Magic 2013 (Common),"['1', 'Red']",2,Instant,Searing Spear deals 3 damage to any target.
873,Sentinel Spider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249681&type=card,Magic 2013 (Common),"['3', 'Green', 'Green']",5,Creature — Spider (4/4),"Vigilance, reach"
874,Serpent's Gift,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249666&type=card,Magic 2013 (Common),"['2', 'Green']",3,Instant,Target creature gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)
875,Serra Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270376&type=card,Magic 2013 (Uncommon),"['3', 'White', 'White']",5,Creature — Angel (4/4),"Flying, vigilance"
876,Serra Avatar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259706&type=card,Magic 2013 (Mythic Rare),"['4', 'White', 'White', 'White']",7,Creature — Avatar (*/*),"Serra Avatar's power and toughness are each equal to your life total.
When Serra Avatar is put into a graveyard from anywhere, shuffle it into its owner's library."
877,Serra Avenger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288762&type=card,Magic 2013 (Rare),"['White', 'White']",2,Creature — Angel (3/3),"You can't cast this spell during your first, second, or third turns of the game.
Flying, vigilance"
878,Servant of Nefarox,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265714&type=card,Magic 2013 (Common),"['2', 'Black']",3,Creature — Human Cleric (3/1),"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)"
879,Shimian Specter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278072&type=card,Magic 2013 (Rare),"['2', 'Black', 'Black']",4,Creature — Specter (2/2),"Flying
Whenever Shimian Specter deals combat damage to a player, that player reveals their hand. You choose a nonland card from it. Search that player's graveyard, hand, and library for all cards with the same name as that card and exile them. Then that player shuffles."
880,Show of Valor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265727&type=card,Magic 2013 (Common),"['1', 'White']",2,Instant,Target creature gets +2/+4 until end of turn.
881,Sign in Blood,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260982&type=card,Magic 2013 (Common),"['Black', 'Black']",2,Sorcery,Target player draws two cards and loses 2 life.
882,Silklash Spider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=292718&type=card,Magic 2013 (Rare),"['3', 'Green', 'Green']",5,Creature — Spider (2/7),"Reach
: Silklash Spider deals X damage to each creature with flying."
883,Silvercoat Lion,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=266132&type=card,Magic 2013 (Common),"['1', 'White']",2,Creature — Cat (2/2),
884,Sleep,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254119&type=card,Magic 2013 (Uncommon),"['2', 'Blue', 'Blue']",4,Sorcery,Tap all creatures target player controls. Those creatures don't untap during that player's next untap step.
885,Slumbering Dragon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253693&type=card,Magic 2013 (Rare),['Red'],1,Creature — Dragon (3/3),"Flying
Slumbering Dragon can't attack or block unless it has five or more +1/+1 counters on it.
Whenever a creature attacks you or a planeswalker you control, put a +1/+1 counter on Slumbering Dragon."
886,Smelt,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249691&type=card,Magic 2013 (Common),['Red'],1,Instant,Destroy target artifact.
887,Spelltwine,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280223&type=card,Magic 2013 (Rare),"['5', 'Blue']",6,Sorcery,Exile target instant or sorcery card from your graveyard and target instant or sorcery card from an opponent's graveyard. Copy those cards. Cast the copies if able without paying their mana costs. Exile Spelltwine.
888,Sphinx of Uthuun,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254108&type=card,Magic 2013 (Rare),"['5', 'Blue', 'Blue']",7,Creature — Sphinx (5/6),"Flying
When Sphinx of Uthuun enters the battlefield, reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard."
889,Spiked Baloth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249702&type=card,Magic 2013 (Common),"['3', 'Green']",4,Creature — Beast (4/2),Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
890,Staff of Nin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249713&type=card,Magic 2013 (Rare),['6'],6,Artifact,"At the beginning of your upkeep, draw a card.
: Staff of Nin deals 1 damage to any target."
891,Stormtide Leviathan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278198&type=card,Magic 2013 (Rare),"['5', 'Blue', 'Blue', 'Blue']",8,Creature — Leviathan (8/8),"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
All lands are Islands in addition to their other types.
Creatures without flying or islandwalk can't attack."
892,Stuffy Doll,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279711&type=card,Magic 2013 (Rare),['5'],5,Artifact Creature — Construct (0/1),"Indestructible
As Stuffy Doll enters the battlefield, choose a player.
Whenever Stuffy Doll is dealt damage, it deals that much damage to the chosen player.
: Stuffy Doll deals 1 damage to itself."
893,Sublime Archangel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259725&type=card,Magic 2013 (Mythic Rare),"['2', 'White', 'White']",4,Creature — Angel (4/3),"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Other creatures you control have exalted. (If a creature has multiple instances of exalted, each triggers separately.)"
894,Sunpetal Grove,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249736&type=card,Magic 2013 (Rare),"['2', 'White', 'White']",0,Land,"Sunpetal Grove enters the battlefield tapped unless you control a Forest or a Plains.
: Add or ."
895,Swamp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249740&type=card,Magic 2013 (Land),"['2', 'White', 'White']",0,Basic Land — Swamp,
896,Switcheroo,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253704&type=card,Magic 2013 (Uncommon),"['4', 'Blue']",5,Sorcery,Exchange control of two target creatures.
897,"Talrand, Sky Summoner",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253701&type=card,Magic 2013 (Rare),"['2', 'Blue', 'Blue']",4,Legendary Creature — Merfolk Wizard (2/2),"Whenever you cast an instant or sorcery spell, create a 2/2 blue Drake creature token with flying."
898,Talrand's Invocation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254117&type=card,Magic 2013 (Uncommon),"['2', 'Blue', 'Blue']",4,Sorcery,Create two 2/2 blue Drake creature tokens with flying.
899,Thragtusk,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249685&type=card,Magic 2013 (Rare),"['4', 'Green']",5,Creature — Beast (5/3),"When Thragtusk enters the battlefield, you gain 5 life.
When Thragtusk leaves the battlefield, create a 3/3 green Beast creature token."
900,Thundermaw Hellkite,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253700&type=card,Magic 2013 (Mythic Rare),"['3', 'Red', 'Red']",5,Creature — Dragon (5/5),"Flying
Haste (This creature can attack and as soon as it comes under your control.)
When Thundermaw Hellkite enters the battlefield, it deals 1 damage to each creature with flying your opponents control. Tap those creatures."
901,Timberpack Wolf,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249694&type=card,Magic 2013 (Common),"['1', 'Green']",2,Creature — Wolf (2/2),Timberpack Wolf gets +1/+1 for each other creature you control named Timberpack Wolf.
902,Titanic Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288934&type=card,Magic 2013 (Common),"['1', 'Green']",2,Instant,Target creature gets +4/+4 until end of turn.
903,Torch Fiend,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279989&type=card,Magic 2013 (Uncommon),"['1', 'Red']",2,Creature — Devil (2/1),", Sacrifice Torch Fiend: Destroy target artifact."
904,Tormented Soul,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249668&type=card,Magic 2013 (Common),['Black'],1,Creature — Spirit (1/1),Tormented Soul can't block and can't be blocked.
905,Tormod's Crypt,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279713&type=card,Magic 2013 (Uncommon),['0'],0,Artifact,", Sacrifice Tormod's Crypt: Exile all cards from target player's graveyard."
906,Touch of the Eternal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278197&type=card,Magic 2013 (Rare),"['5', 'White', 'White']",7,Enchantment,"At the beginning of your upkeep, count the number of permanents you control. Your life total becomes that number."
907,Trading Post,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253710&type=card,Magic 2013 (Rare),['4'],4,Artifact,", , Discard a card: You gain 4 life.
, , Pay 1 life: Create a 0/1 white Goat creature token.
, , Sacrifice a creature: Return target artifact card from your graveyard to your hand.
, , Sacrifice an artifact: Draw a card."
908,Tricks of the Trade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253735&type=card,Magic 2013 (Common),"['3', 'Blue']",4,Enchantment — Aura,"Enchant creature
Enchanted creature gets +2/+0 and can't be blocked."
909,Trumpet Blast,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276606&type=card,Magic 2013 (Common),"['2', 'Red']",3,Instant,Attacking creatures get +2/+0 until end of turn.
